"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110810503","8.1.1.5.1","202600","","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110810503","8.1.1.5.1","233100","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110810510","8.1.1.6.1","322800","","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110810510","8.1.1.6.1","352500","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110810517","8.1.1.7.1","323800","","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110810517","8.1.1.7.1","280700","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Body mass index, self-reported, youth (12 to 17 years old), overweight or obese","Number of persons","Number","223","units","0","v110810524","8.1.1.8.1","24900","E","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Body mass index, self-reported, youth (12 to 17 years old), overweight or obese","Number of persons","Number","223","units","0","v110810524","8.1.1.8.1","22900","E","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110810531","8.1.1.9.1","207100","","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110810531","8.1.1.9.1","198000","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Diabetes","Number of persons","Number","223","units","0","v110810538","8.1.1.10.1","73400","","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Diabetes","Number of persons","Number","223","units","0","v110810538","8.1.1.10.1","67300","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Asthma","Number of persons","Number","223","units","0","v110810545","8.1.1.11.1","81400","","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Asthma","Number of persons","Number","223","units","0","v110810545","8.1.1.11.1","85900","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110810552","8.1.1.12.1","31300","E","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110810552","8.1.1.12.1","24900","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","High blood pressure","Number of persons","Number","223","units","0","v110810559","8.1.1.13.1","198100","","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","High blood pressure","Number of persons","Number","223","units","0","v110810559","8.1.1.13.1","198500","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Mood disorder","Number of persons","Number","223","units","0","v110810566","8.1.1.14.1","106800","","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Mood disorder","Number of persons","Number","223","units","0","v110810566","8.1.1.14.1","100700","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810573","8.1.1.15.1","159900","","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110810573","8.1.1.15.1","168500","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110810580","8.1.1.16.1","108400","","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110810580","8.1.1.16.1","112200","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390951361","8.1.1.28.1","231100","","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390951361","8.1.1.28.1","222300","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390951369","8.1.1.29.1","52900","","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390951369","8.1.1.29.1","74500","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Heavy drinking","Number of persons","Number","223","units","0","v110810587","8.1.1.17.1","217100","","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Heavy drinking","Number of persons","Number","223","units","0","v110810587","8.1.1.17.1","171900","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110810594","8.1.1.18.1","","..","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110810594","8.1.1.18.1","468400","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","Number of persons","Number","223","units","0","v110810601","8.1.1.19.1","","..","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","Number of persons","Number","223","units","0","v110810601","8.1.1.19.1","33700","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110810608","8.1.1.20.1","","..","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110810608","8.1.1.20.1","","..","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110810615","8.1.1.21.1","","..","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110810615","8.1.1.21.1","","..","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110810622","8.1.1.22.1","","..","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110810622","8.1.1.22.1","198300","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110810629","8.1.1.23.1","779000","","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110810629","8.1.1.23.1","747500","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110810636","8.1.1.24.1","976400","","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110810636","8.1.1.24.1","955800","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110810643","8.1.1.25.1","903700","","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110810643","8.1.1.25.1","918400","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110810650","8.1.1.26.1","","..","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110810650","8.1.1.26.1","","..","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123341619","8.1.1.27.1","354100","","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123341619","8.1.1.27.1","384600","","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110813751","9.1.1.1.1","532700","","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110813751","9.1.1.1.1","560600","","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110813758","9.1.1.2.1","112900","","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110813758","9.1.1.2.1","93600","","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110813765","9.1.1.3.1","570600","","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110813765","9.1.1.3.1","558900","","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110813772","9.1.1.4.1","81800","","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110813772","9.1.1.4.1","78800","","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110813779","9.1.1.5.1","172000","","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110813779","9.1.1.5.1","143200","","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110813786","9.1.1.6.1","269600","","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110813786","9.1.1.6.1","304300","","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110813793","9.1.1.7.1","294200","","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110813793","9.1.1.7.1","273800","","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Body mass index, self-reported, youth (12 to 17 years old), overweight or obese","Number of persons","Number","223","units","0","v110813800","9.1.1.8.1","16400","E","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Body mass index, self-reported, youth (12 to 17 years old), overweight or obese","Number of persons","Number","223","units","0","v110813800","9.1.1.8.1","18700","E","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110813807","9.1.1.9.1","180400","","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110813807","9.1.1.9.1","155400","","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Diabetes","Number of persons","Number","223","units","0","v110813814","9.1.1.10.1","66800","","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Diabetes","Number of persons","Number","223","units","0","v110813814","9.1.1.10.1","64100","","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Asthma","Number of persons","Number","223","units","0","v110813821","9.1.1.11.1","70700","","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Asthma","Number of persons","Number","223","units","0","v110813821","9.1.1.11.1","69100","","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110813828","9.1.1.12.1","24000","","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110813828","9.1.1.12.1","27600","E","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","High blood pressure","Number of persons","Number","223","units","0","v110813835","9.1.1.13.1","172400","","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","High blood pressure","Number of persons","Number","223","units","0","v110813835","9.1.1.13.1","190700","","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Mood disorder","Number of persons","Number","223","units","0","v110813842","9.1.1.14.1","106600","","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Mood disorder","Number of persons","Number","223","units","0","v110813842","9.1.1.14.1","104300","","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110813849","9.1.1.15.1","154500","","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110813849","9.1.1.15.1","148400","","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110813856","9.1.1.16.1","114600","","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110813856","9.1.1.16.1","108000","","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390951649","9.1.1.28.1","168100","","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390951649","9.1.1.28.1","204700","","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390951657","9.1.1.29.1","49600","E","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390951657","9.1.1.29.1","43900","E","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Heavy drinking","Number of persons","Number","223","units","0","v110813863","9.1.1.17.1","184800","","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Heavy drinking","Number of persons","Number","223","units","0","v110813863","9.1.1.17.1","171000","","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110813870","9.1.1.18.1","461400","","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110813870","9.1.1.18.1","435300","","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","Number of persons","Number","223","units","0","v110813877","9.1.1.19.1","37800","","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","Number of persons","Number","223","units","0","v110813877","9.1.1.19.1","31500","","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110813884","9.1.1.20.1","","..","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110813884","9.1.1.20.1","","..","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110813891","9.1.1.21.1","","..","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110813891","9.1.1.21.1","","..","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110813898","9.1.1.22.1","243400","","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110813898","9.1.1.22.1","220200","","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110813905","9.1.1.23.1","679100","","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110813905","9.1.1.23.1","685600","","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110813912","9.1.1.24.1","854000","","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110813912","9.1.1.24.1","870300","","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110813919","9.1.1.25.1","765300","","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110813919","9.1.1.25.1","769400","","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110813926","9.1.1.26.1","","..","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110813926","9.1.1.26.1","","..","","","0"
"2019","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123341763","9.1.1.27.1","356400","","","","0"
"2020","Saskatchewan","2016A000247","Total, 12 years and over","Both sexes","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123341763","9.1.1.27.1","444500","","","","0"
"2019","Alberta","2016A000248","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110817027","10.1.1.1.1","2339000","","","","0"
"2020","Alberta","2016A000248","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110817027","10.1.1.1.1","2330900","","","","0"
"2019","Alberta","2016A000248","Total, 12 years and over","Both sexes","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110817034","10.1.1.2.1","367700","","","","0"
"2020","Alberta","2016A000248","Total, 12 years and over","Both sexes","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110817034","10.1.1.2.1","383200","","","","0"
"2019","Alberta","2016A000248","Total, 12 years and over","Both sexes","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110817041","10.1.1.3.1","2394800","","","","0"
"2020","Alberta","2016A000248","Total, 12 years and over","Both sexes","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110817041","10.1.1.3.1","2314500","","","","0"
"2019","Alberta","2016A000248","Total, 12 years and over","Both sexes","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110817048","10.1.1.4.1","311900","","","","0"
"2020","Alberta","2016A000248","Total, 12 years and over","Both sexes","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110817048","10.1.1.4.1","381100","","","","0"
"2019","Alberta","2016A000248","Total, 12 years and over","Both sexes","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110817055","10.1.1.5.1","716400","","","","0"
"2020","Alberta","2016A000248","Total, 12 years and over","Both sexes","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110817055","10.1.1.5.1","755900","","","","0"
"2019","Alberta","2016A000248","Total, 12 years and over","Both sexes","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110817062","10.1.1.6.1","1127800","","","","0"
"2020","Alberta","2016A000248","Total, 12 years and over","Both sexes","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110817062","10.1.1.6.1","1154900","","","","0"
"2019","Alberta","2016A000248","Total, 12 years and over","Both sexes","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110817069","10.1.1.7.1","933900","","","","0"
"2020","Alberta","2016A000248","Total, 12 years and over","Both sexes","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110817069","10.1.1.7.1","942700","","","","0"
"2019","Alberta","2016A000248","Total, 12 years and over","Both sexes","Body mass index, self-reported, youth (12 to 17 years old), overweight or obese","Number of persons","Number","223","units","0","v110817076","10.1.1.8.1","69900","","","","0"
"2020","Alberta","2016A000248","Total, 12 years and over","Both sexes","Body mass index, self-reported, youth (12 to 17 years old), overweight or obese","Number of persons","Number","223","units","0","v110817076","10.1.1.8.1","68900","","","","0"
"2019","Alberta","2016A000248","Total, 12 years and over","Both sexes","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110817083","10.1.1.9.1","674000","","","","0"
"2020","Alberta","2016A000248","Total, 12 years and over","Both sexes","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110817083","10.1.1.9.1","673800","","","","0"
"2019","Alberta","2016A000248","Total, 12 years and over","Both sexes","Diabetes","Number of persons","Number","223","units","0","v110817090","10.1.1.10.1","246500","","","","0"
"2020","Alberta","2016A000248","Total, 12 years and over","Both sexes","Diabetes","Number of persons","Number","223","units","0","v110817090","10.1.1.10.1","247200","","","","0"
"2019","Alberta","2016A000248","Total, 12 years and over","Both sexes","Asthma","Number of persons","Number","223","units","0","v110817097","10.1.1.11.1","301900","","","","0"
"2020","Alberta","2016A000248","Total, 12 years and over","Both sexes","Asthma","Number of persons","Number","223","units","0","v110817097","10.1.1.11.1","332400","","","","0"
"2019","Alberta","2016A000248","Total, 12 years and over","Both sexes","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110817104","10.1.1.12.1","97300","","","","0"
"2020","Alberta","2016A000248","Total, 12 years and over","Both sexes","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110817104","10.1.1.12.1","66200","","","","0"
"2019","Alberta","2016A000248","Total, 12 years and over","Both sexes","High blood pressure","Number of persons","Number","223","units","0","v110817111","10.1.1.13.1","596100","","","","0"
"2020","Alberta","2016A000248","Total, 12 years and over","Both sexes","High blood pressure","Number of persons","Number","223","units","0","v110817111","10.1.1.13.1","605700","","","","0"
"2019","Alberta","2016A000248","Total, 12 years and over","Both sexes","Mood disorder","Number of persons","Number","223","units","0","v110817118","10.1.1.14.1","375000","","","","0"
"2020","Alberta","2016A000248","Total, 12 years and over","Both sexes","Mood disorder","Number of persons","Number","223","units","0","v110817118","10.1.1.14.1","390700","","","","0"
"2019","Alberta","2016A000248","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110817125","10.1.1.15.1","568400","","","","0"
"2020","Alberta","2016A000248","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110817125","10.1.1.15.1","517400","","","","0"
"2019","Alberta","2016A000248","Total, 12 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110817132","10.1.1.16.1","390500","","","","0"
"2020","Alberta","2016A000248","Total, 12 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110817132","10.1.1.16.1","365300","","","","0"
"2019","Alberta","2016A000248","Total, 12 years and over","Both sexes","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390951937","10.1.1.28.1","856900","","","","0"
"2020","Alberta","2016A000248","Total, 12 years and over","Both sexes","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390951937","10.1.1.28.1","876600","","","","0"
"2019","Alberta","2016A000248","Total, 12 years and over","Both sexes","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390951945","10.1.1.29.1","235900","","","","0"
"2020","Alberta","2016A000248","Total, 12 years and over","Both sexes","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390951945","10.1.1.29.1","221700","","","","0"
"2019","Alberta","2016A000248","Total, 12 years and over","Both sexes","Heavy drinking","Number of persons","Number","223","units","0","v110817139","10.1.1.17.1","726600","","","","0"
"2020","Alberta","2016A000248","Total, 12 years and over","Both sexes","Heavy drinking","Number of persons","Number","223","units","0","v110817139","10.1.1.17.1","648000","","","","0"
"2019","Alberta","2016A000248","Total, 12 years and over","Both sexes","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110817146","10.1.1.18.1","2057200","","","","0"
"2020","Alberta","2016A000248","Total, 12 years and over","Both sexes","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110817146","10.1.1.18.1","1934000","","","","0"
"2019","Alberta","2016A000248","Total, 12 years and over","Both sexes","Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","Number of persons","Number","223","units","0","v110817153","10.1.1.19.1","150700","","","","0"
"2020","Alberta","2016A000248","Total, 12 years and over","Both sexes","Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","Number of persons","Number","223","units","0","v110817153","10.1.1.19.1","120400","","","","0"
"2019","Alberta","2016A000248","Total, 12 years and over","Both sexes","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110817160","10.1.1.20.1","","..","","","0"
"2020","Alberta","2016A000248","Total, 12 years and over","Both sexes","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110817160","10.1.1.20.1","","..","","","0"
"2019","Alberta","2016A000248","Total, 12 years and over","Both sexes","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110817167","10.1.1.21.1","","..","","","0"
"2020","Alberta","2016A000248","Total, 12 years and over","Both sexes","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110817167","10.1.1.21.1","","..","","","0"
"2019","Alberta","2016A000248","Total, 12 years and over","Both sexes","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110817174","10.1.1.22.1","933200","","","","0"
"2020","Alberta","2016A000248","Total, 12 years and over","Both sexes","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110817174","10.1.1.22.1","893800","","","","0"
